"","sequencing_id","pathway","resampled_reads"
"28820","A60","Lipid and atherosclerosis",13145
"28821","A60","Lipoarabinomannan (LAM) biosynthesis",17169
"28822","A60","Lipoic acid metabolism",45143
"28823","A60","Lipopolysaccharide biosynthesis",24077
"28824","A60","Long-term depression",43
"28825","A60","Long-term potentiation",14
"28826","A60","Longevity regulating pathway",8521
"28827","A60","Longevity regulating pathway - multiple species",21366
"28828","A60","Longevity regulating pathway - worm",37838
"28829","A60","Lysine biosynthesis",43159
"28830","A60","Lysine degradation",31889
"28831","A60","Lysosome",18084
"28832","A60","MAPK signaling pathway",96
"28833","A60","MAPK signaling pathway - fly",2921
"28834","A60","MAPK signaling pathway - plant",9224
"28835","A60","MAPK signaling pathway - yeast",6740
"28836","A60","Mannose type O-glycan biosynthesis",1228
"28837","A60","Measles",1785
"28838","A60","Meiosis - yeast",10140
"28839","A60","Melanogenesis",164
"28840","A60","Melanoma",1
"28841","A60","Metabolism of xenobiotics by cytochrome P450",12709
"28842","A60","Methane metabolism",99303
"28843","A60","MicroRNAs in cancer",4966
"28844","A60","Mineral absorption",2983
"28845","A60","Mismatch repair",58866
"28846","A60","Mitophagy - animal",2187
"28847","A60","Mitophagy - yeast",734
"28848","A60","Monobactam biosynthesis",26168
"28849","A60","Motor proteins",196
"28850","A60","Mucin type O-glycan biosynthesis",233
"28851","A60","Mycolic acid biosynthesis",11976
"28852","A60","N-Glycan biosynthesis",5388
"28853","A60","NF-kappa B signaling pathway",30
"28854","A60","NOD-like receptor signaling pathway",7960
"28855","A60","Naphthalene degradation",3318
"28856","A60","Natural killer cell mediated cytotoxicity",11
"28857","A60","Necroptosis",22654
"28858","A60","Neomycin, kanamycin and gentamicin biosynthesis",4892
"28859","A60","Neuroactive ligand-receptor interaction",458
"28860","A60","Neurotrophin signaling pathway",48
"28861","A60","Neutrophil extracellular trap formation",306
"28862","A60","Nicotinate and nicotinamide metabolism",58236
"28863","A60","Nitrogen metabolism",62492
"28864","A60","Nitrotoluene degradation",3961
"28865","A60","Non-alcoholic fatty liver disease",5573
"28866","A60","Non-homologous end-joining",25000
"28867","A60","Non-small cell lung cancer",31
"28868","A60","Nonribosomal peptide structures",995
"28869","A60","Notch signaling pathway",114
"28870","A60","Novobiocin biosynthesis",9062
"28871","A60","Nucleocytoplasmic transport",1150
"28872","A60","Nucleotide excision repair",54021
"28873","A60","O-Antigen nucleotide sugar biosynthesis",56908
"28874","A60","O-Antigen repeat unit biosynthesis",2449
"28875","A60","Olfactory transduction",1
"28876","A60","One carbon pool by folate",39807
"28877","A60","Oocyte meiosis",439
"28878","A60","Osteoclast differentiation",367
"28879","A60","Other carbon fixation pathways",83924
"28880","A60","Other glycan degradation",16726
"28881","A60","Other types of O-glycan biosynthesis",3121
"28882","A60","Ovarian steroidogenesis",38
"28883","A60","Oxidative phosphorylation",146174
"28884","A60","Oxytocin signaling pathway",122
"28885","A60","PD-L1 expression and PD-1 checkpoint pathway in cancer",43
"28886","A60","PI3K-Akt signaling pathway",7357
"28887","A60","PPAR signaling pathway",41896
"28888","A60","Pancreatic cancer",2097
"28889","A60","Pancreatic secretion",212
"28890","A60","Pantothenate and CoA biosynthesis",53255
"28891","A60","Parathyroid hormone synthesis, secretion and action",2360
"28892","A60","Parkinson disease",14184
"28893","A60","Pathogenic Escherichia coli infection",4978
"28894","A60","Pathways in cancer",18024
"28895","A60","Pathways of neurodegeneration - multiple diseases",18536
"28896","A60","Penicillin and cephalosporin biosynthesis",7866
"28897","A60","Pentose and glucuronate interconversions",35949
"28898","A60","Pentose phosphate pathway",87189
"28899","A60","Peptidoglycan biosynthesis",67653
"28900","A60","Peroxisome",45180
"28901","A60","Pertussis",2629
"28902","A60","Phagosome",204
"28903","A60","Phenazine biosynthesis",11607
"28904","A60","Phenylalanine metabolism",67729
"28905","A60","Phenylalanine, tyrosine and tryptophan biosynthesis",58102
"28906","A60","Phenylpropanoid biosynthesis",7088
"28907","A60","Phosphatidylinositol signaling system",7112
"28908","A60","Phospholipase D signaling pathway",2259
"28909","A60","Phosphonate and phosphinate metabolism",6980
"28910","A60","Phosphotransferase system (PTS)",2341
"28911","A60","Photosynthesis",25750
"28912","A60","Photosynthesis - antenna proteins",57
"28913","A60","Phototransduction - fly",68
"28914","A60","Pinene, camphor and geraniol degradation",12485
"28915","A60","Plant hormone signal transduction",14131
"28916","A60","Plant-pathogen interaction",13799
"28917","A60","Platelet activation",31
"28918","A60","Platinum drug resistance",12673
"28919","A60","Polycomb repressive complex",1743
"28920","A60","Polycyclic aromatic hydrocarbon degradation",12451
"28921","A60","Polyketide sugar unit biosynthesis",12315
"28922","A60","Porphyrin metabolism",80051
"28923","A60","Primary bile acid biosynthesis",4630
"28924","A60","Primary immunodeficiency",2519
"28925","A60","Prion disease",7519
"28926","A60","Prodigiosin biosynthesis",20028
"28927","A60","Progesterone-mediated oocyte maturation",2196
"28928","A60","Prolactin signaling pathway",2628
"28929","A60","Propanoate metabolism",64833
"28930","A60","Prostate cancer",1977
"28931","A60","Proteasome",4713
"28932","A60","Protein digestion and absorption",181
"28933","A60","Protein export",69162
"28934","A60","Protein processing in endoplasmic reticulum",8999
"28935","A60","Proteoglycans in cancer",2395
"28936","A60","Proximal tubule bicarbonate reclamation",6187
"28937","A60","Purine metabolism",158947
"28938","A60","Pyrimidine metabolism",74420
"28939","A60","Pyruvate metabolism",118786
"28940","A60","Quorum sensing",286480
"28941","A60","RIG-I-like receptor signaling pathway",334
"28942","A60","RNA degradation",51201
"28943","A60","RNA polymerase",14938
"28944","A60","Rap1 signaling pathway",7
"28945","A60","Ras signaling pathway",2258
"28946","A60","Regulation of actin cytoskeleton",202
"28947","A60","Regulation of lipolysis in adipocytes",579
"28948","A60","Renal cell carcinoma",3008
"28949","A60","Renin secretion",223
"28950","A60","Renin-angiotensin system",2058
"28951","A60","Retinol metabolism",2944
"28952","A60","Retrograde endocannabinoid signaling",3638
"28953","A60","Rheumatoid arthritis",486
"28954","A60","Riboflavin metabolism",29703
"28955","A60","Ribosome",99324
"28956","A60","Ribosome biogenesis in eukaryotes",5490
"28957","A60","SNARE interactions in vesicular transport",189
"28958","A60","Salivary secretion",171
"28959","A60","Salmonella infection",13326
"28960","A60","Secondary bile acid biosynthesis",663
"28961","A60","Selenocompound metabolism",64799
"28962","A60","Serotonergic synapse",5780
"28963","A60","Sesquiterpenoid and triterpenoid biosynthesis",3891
"28964","A60","Shigellosis",4140
"28965","A60","Signaling pathways regulating pluripotency of stem cells",63
"28966","A60","Small cell lung cancer",1681
"28967","A60","Sphingolipid metabolism",20988
"28968","A60","Sphingolipid signaling pathway",2744
"28969","A60","Spinocerebellar ataxia",2974
"28970","A60","Spliceosome",1375
"28971","A60","Staphylococcus aureus infection",936
"28972","A60","Starch and sucrose metabolism",129613
"28973","A60","Staurosporine biosynthesis",562
"28974","A60","Steroid biosynthesis",1188
"28975","A60","Steroid degradation",11420
"28976","A60","Steroid hormone biosynthesis",1073
"28977","A60","Streptomycin biosynthesis",22791
"28978","A60","Styrene degradation",35247
"28979","A60","Sulfur metabolism",67372
"28980","A60","Sulfur relay system",34072
"28981","A60","Synaptic vesicle cycle",189
"28982","A60","Systemic lupus erythematosus",853
"28983","A60","T cell receptor signaling pathway",74
"28984","A60","TGF-beta signaling pathway",66
"28985","A60","TNF signaling pathway",7
"28986","A60","Taurine and hypotaurine metabolism",21947
"28987","A60","Teichoic acid biosynthesis",22525
"28988","A60","Terpenoid backbone biosynthesis",36065
"28989","A60","Tetracycline biosynthesis",1174
"28990","A60","Th1 and Th2 cell differentiation",66
"28991","A60","Th17 cell differentiation",1952
"28992","A60","Thermogenesis",24796
"28993","A60","Thiamine metabolism",26191
"28994","A60","Thyroid cancer",7
"28995","A60","Thyroid hormone signaling pathway",26772
"28996","A60","Thyroid hormone synthesis",2809
"28997","A60","Tight junction",221
"28998","A60","Toll and Imd signaling pathway",1298
"28999","A60","Toluene degradation",18437
"29000","A60","Toxoplasmosis",1740
"29001","A60","Transcriptional misregulation in cancer",98
"29002","A60","Tropane, piperidine and pyridine alkaloid biosynthesis",8317
"29003","A60","Tryptophan metabolism",60425
"29004","A60","Tuberculosis",31447
"29005","A60","Two-component system",271365
"29006","A60","Type I diabetes mellitus",8878
"29007","A60","Type I polyketide structures",54
"29008","A60","Type II diabetes mellitus",4740
"29009","A60","Tyrosine metabolism",44908
"29010","A60","Ubiquinone and other terpenoid-quinone biosynthesis",33263
"29011","A60","Ubiquitin mediated proteolysis",737
"29012","A60","VEGF signaling pathway",63
"29013","A60","Valine, leucine and isoleucine biosynthesis",40606
"29014","A60","Valine, leucine and isoleucine degradation",79986
"29015","A60","Vancomycin resistance",31833
"29016","A60","Various types of N-glycan biosynthesis",3874
"29017","A60","Vascular smooth muscle contraction",46
"29018","A60","Vasopressin-regulated water reabsorption",37
"29019","A60","Vibrio cholerae infection",202
"29020","A60","Viral carcinogenesis",5422
"29021","A60","Viral life cycle - HIV-1",237
"29022","A60","Viral myocarditis",1712
"29023","A60","Virion - Hepatitis viruses",144
"29024","A60","Virion - Orthopoxvirus",1
"29025","A60","Vitamin B6 metabolism",26399
"29026","A60","Vitamin digestion and absorption",30
"29027","A60","Wnt signaling pathway",235
"29028","A60","Xylene degradation",12374
"29029","A60","Yersinia infection",161
"29030","A60","Zeatin biosynthesis",2488
"29031","A60","alpha-Linolenic acid metabolism",5825
"29032","A60","beta-Alanine metabolism",27276
"29033","A60","beta-Lactam resistance",34990
"29034","A60","cAMP signaling pathway",5197
"29035","A60","cGMP-PKG signaling pathway",34
"29036","A60","mRNA surveillance pathway",751
"29037","A60","mTOR signaling pathway",763
"29038","A60","p53 signaling pathway",1857
"29039","A61","ABC transporters",302530
"29040","A61","AMPK signaling pathway",11181
"29041","A61","ATP-dependent chromatin remodeling",475
"29042","A61","Acarbose and validamycin biosynthesis",5598
"29043","A61","Adherens junction",91
"29044","A61","Adipocytokine signaling pathway",11352
"29045","A61","Adrenergic signaling in cardiomyocytes",114
"29046","A61","Aflatoxin biosynthesis",17
"29047","A61","African trypanosomiasis",1812
"29048","A61","Alanine, aspartate and glutamate metabolism",107476
"29049","A61","Alcoholic liver disease",23422
"29050","A61","Alcoholism",3694
"29051","A61","Aldosterone synthesis and secretion",22
"29052","A61","Alzheimer disease",12101
"29053","A61","Amino sugar and nucleotide sugar metabolism",125143
"29054","A61","Aminoacyl-tRNA biosynthesis",120593
"29055","A61","Aminobenzoate degradation",37769
"29056","A61","Amoebiasis",869
"29057","A61","Amphetamine addiction",2941
"29058","A61","Amyotrophic lateral sclerosis",14089
"29059","A61","Antifolate resistance",12732
"29060","A61","Antigen processing and presentation",2695
"29061","A61","Apelin signaling pathway",41
"29062","A61","Apoptosis",2103
"29063","A61","Apoptosis - fly",2397
"29064","A61","Apoptosis - multiple species",1580
"29065","A61","Arabinogalactan biosynthesis - Mycobacterium",16469
"29066","A61","Arachidonic acid metabolism",292
"29067","A61","Arginine and proline metabolism",67472
"29068","A61","Arginine biosynthesis",73145
"29069","A61","Arrhythmogenic right ventricular cardiomyopathy",46
"29070","A61","Ascorbate and aldarate metabolism",18251
"29071","A61","Atrazine degradation",2449
"29072","A61","Autophagy - animal",534
"29073","A61","Autophagy - other",272
"29074","A61","Autophagy - yeast",3326
"29075","A61","Axon guidance",15
"29076","A61","Axon regeneration",1491
"29077","A61","B cell receptor signaling pathway",6
"29078","A61","Bacterial chemotaxis",28786
"29079","A61","Bacterial invasion of epithelial cells",197
"29080","A61","Bacterial secretion system",65892
"29081","A61","Basal transcription factors",2210
"29082","A61","Base excision repair",54823
"29083","A61","Benzoate degradation",77035
"29084","A61","Betalain biosynthesis",3045
"29085","A61","Bile secretion",480
"29086","A61","Biofilm formation - Escherichia coli",35367
"29087","A61","Biofilm formation - Pseudomonas aeruginosa",27617
"29088","A61","Biofilm formation - Vibrio cholerae",22598
"29089","A61","Biosynthesis of 12-, 14- and 16-membered macrolides",61
"29090","A61","Biosynthesis of ansamycins",9187
"29091","A61","Biosynthesis of enediyne antibiotics",10581
"29092","A61","Biosynthesis of siderophore group nonribosomal peptides",3893
"29093","A61","Biosynthesis of type II polyketide backbone",1551
"29094","A61","Biosynthesis of type II polyketide products",6083
"29095","A61","Biosynthesis of unsaturated fatty acids",14099
"29096","A61","Biosynthesis of vancomycin group antibiotics",3741
"29097","A61","Biosynthesis of various alkaloids",223
"29098","A61","Biosynthesis of various antibiotics",5735
"29099","A61","Biosynthesis of various other secondary metabolites",861
"29100","A61","Biosynthesis of various plant secondary metabolites",21755
"29101","A61","Biotin metabolism",30786
"29102","A61","Bisphenol degradation",1088
"29103","A61","Bladder cancer",1197
"29104","A61","Breast cancer",2
"29105","A61","Butanoate metabolism",81361
"29106","A61","C-type lectin receptor signaling pathway",9
"29107","A61","C5-Branched dibasic acid metabolism",29267
"29108","A61","Caffeine metabolism",1814
"29109","A61","Calcium signaling pathway",177
"29110","A61","Caprolactam degradation",19153
"29111","A61","Carbapenem biosynthesis",4851
"29112","A61","Carbohydrate digestion and absorption",486
"29113","A61","Carbon fixation by Calvin cycle",56404
"29114","A61","Cardiac muscle contraction",2278
"29115","A61","Carotenoid biosynthesis",7017
"29116","A61","Cationic antimicrobial peptide (CAMP) resistance",15397
"29117","A61","Cell cycle",911
"29118","A61","Cell cycle - Caulobacter",57360
"29119","A61","Cell cycle - yeast",1028
"29120","A61","Cellular senescence",79
"29121","A61","Central carbon metabolism in cancer",23017
"29122","A61","Chagas disease",1773
"29123","A61","Chemical carcinogenesis - DNA adducts",9637
"29124","A61","Chemical carcinogenesis - reactive oxygen species",27973
"29125","A61","Chemical carcinogenesis - receptor activation",12214
"29126","A61","Chloroalkane and chloroalkene degradation",14517
"29127","A61","Chlorocyclohexane and chlorobenzene degradation",23598
"29128","A61","Cholesterol metabolism",557
"29129","A61","Choline metabolism in cancer",1851
"29130","A61","Cholinergic synapse",12
"29131","A61","Circadian entrainment",4
"29132","A61","Circadian rhythm",91
"29133","A61","Circadian rhythm - fly",5
